state,date,cases_cumulative,deaths_cumulative,cases_perday,deaths_perday,population,cases per 100K,deaths per 100K,Postal Code,fips
Ohio,2020-05-21,30168,1836,731,55,11689100,258.0865935,15.70694065,OK,40
Ohio,2020-05-22,30795,1872,627,36,11689100,263.4505651,16.01491988,OK,40
Ohio,2020-05-23,31408,1956,613,84,11689100,268.6947669,16.73353808,OK,40
Ohio,2020-05-24,31911,1969,503,13,11689100,272.9979211,16.8447528,OK,40
Ohio,2020-05-25,32477,1987,566,18,11689100,277.840039,16.99874242,OK,40
Ohio,2020-05-26,33006,2002,529,15,11689100,282.3656227,17.1270671,OK,40
Ohio,2020-05-27,33439,2044,433,42,11689100,286.0699284,17.4863762,OK,40
Ohio,2020-05-28,33915,2098,476,54,11689100,290.1420982,17.94834504,OK,40
Ohio,2020-05-29,34566,2131,651,33,11689100,295.7113892,18.23065933,OK,40
Ohio,2020-05-30,35034,2149,468,18,11689100,299.7151192,18.38464895,OK,40
Ohio,2020-05-31,35513,2155,480,6,11689100,303.8129539,18.43597882,OK,40
Ohio,2020-06-01,35984,2206,471,51,11689100,307.8423489,18.87228272,OK,40
Ohio,2020-06-02,36350,2258,366,52,11689100,310.973471,19.31714161,OK,40
Ohio,2020-06-03,36792,2299,442,41,11689100,314.7547715,19.66789573,OK,40
Ohio,2020-06-04,37282,2339,490,40,11689100,318.946711,20.01009487,OK,40
Ohio,2020-06-05,37758,2355,476,16,11689100,323.0188808,20.14697453,OK,40
Ohio,2020-06-06,38111,2370,353,15,11689100,326.0387883,20.27529921,OK,40
Ohio,2020-06-07,38476,2377,365,7,11689100,329.1613555,20.33518406,OK,40
Ohio,2020-06-08,38837,2404,361,27,11689100,332.2497027,20.56616848,OK,40
Ohio,2020-06-09,39162,2421,325,17,11689100,335.0300707,20.71160312,OK,40
Ohio,2020-06-10,39575,2457,413,36,11689100,338.5632769,21.01958235,OK,40
Ohio,2020-06-11,40004,2490,429,33,11689100,342.2333627,21.30189664,OK,40
Ohio,2020-06-12,40424,2508,420,18,11689100,345.8264537,21.45588625,OK,40
Ohio,2020-06-13,40848,2554,424,46,11689100,349.4537646,21.84941527,OK,40
Ohio,2020-06-14,41148,2557,300,3,11689100,352.0202582,21.8750802,OK,40
Ohio,2020-06-15,41576,2573,428,16,11689100,355.681789,22.01195986,OK,40
Ohio,2020-06-16,42010,2597,434,24,11689100,359.3946497,22.21727935,OK,40
Ohio,2020-06-17,42422,2611,412,14,11689100,362.9193009,22.33704905,OK,40
Ohio,2020-06-18,43122,2633,700,22,11689100,368.9077859,22.52525857,OK,40
Ohio,2020-06-19,43731,2667,609,34,11689100,374.1177678,22.81612785,OK,40
Ohio,2020-06-20,44262,2697,530,30,11689100,378.6604615,23.0727772,OK,40
Ohio,2020-06-21,44808,2700,547,3,11689100,383.3314798,23.09844214,OK,40
Ohio,2020-06-22,45537,2704,729,4,11689100,389.5680591,23.13266205,OK,40
Ohio,2020-06-23,46127,2735,590,31,11689100,394.6154965,23.39786639,OK,40
Ohio,2020-06-24,46759,2755,632,20,11689100,400.0222429,23.56896596,OK,40
Ohio,2020-06-25,47651,2772,892,17,11689100,407.6532838,23.7144006,OK,40
Ohio,2020-06-26,48638,2788,987,16,11689100,416.0970477,23.85128025,OK,40
Ohio,2020-06-27,49455,2804,817,16,11689100,423.0864652,23.98815991,OK,40
Ohio,2020-06-28,50309,2807,854,3,11689100,430.3924169,24.01382485,OK,40
Ohio,2020-06-29,51046,2818,737,11,11689100,436.6974361,24.10792961,OK,40
Ohio,2020-06-30,51789,2863,743,45,11689100,443.0537852,24.49290365,OK,40
Ohio,2020-07-01,52865,2876,1076,13,11689100,452.2589421,24.60411837,OK,40
Ohio,2020-07-02,54166,2903,1300,27,11689100,463.3889692,24.83510279,OK,40
Ohio,2020-07-03,55257,2903,2392,27,11689100,472.7224508,24.83510279,OK,40
Ohio,2020-07-04,56183,2907,926,4,11689100,480.644361,24.8693227,OK,40
Ohio,2020-07-05,57151,2911,968,4,11689100,488.9255802,24.90354262,OK,40
Ohio,2020-07-06,57956,2927,805,16,11689100,495.812338,25.04042227,OK,40
Ohio,2020-07-07,58904,2970,948,43,11689100,503.9224577,25.40828635,OK,40
Ohio,2020-07-08,60181,2991,1277,21,11689100,514.8471653,25.5879409,OK,40
Ohio,2020-07-09,61331,3006,1150,15,11689100,524.6853907,25.71626558,OK,40
Ohio,2020-07-10,62856,3032,1525,26,11689100,537.731733,25.93869502,OK,40
Ohio,2020-07-11,64214,3036,1358,4,11689100,549.3493939,25.97291494,OK,40
Ohio,2020-07-12,65592,3058,1378,22,11689100,561.1381543,26.16112447,OK,40
Ohio,2020-07-13,66853,3064,1261,6,11689100,571.9259823,26.21245434,OK,40
Ohio,2020-07-14,67995,3069,1142,5,11689100,581.6957679,26.25522923,OK,40
Ohio,2020-07-15,69311,3075,1316,6,11689100,592.9541196,26.3065591,OK,40
Ohio,2020-07-16,70601,3103,1290,28,11689100,603.990042,26.5460985,OK,40
Ohio,2020-07-17,72280,3112,1679,9,11689100,618.353851,26.62309331,OK,40
Ohio,2020-07-18,73822,3132,241,-7,11689100,631.545628,26.79419288,OK,40
Ohio,2020-07-19,74932,3174,1111,42,11689100,641.0416542,27.15350198,OK,40
Ohio,2020-07-20,76168,3189,1236,15,11689100,651.6156077,27.28182666,OK,40
Ohio,2020-07-21,77215,3219,1047,30,11689100,660.5726703,27.53847602,OK,40
Ohio,2020-07-22,78742,3235,1527,16,11689100,673.6361225,27.67535567,OK,40
Ohio,2020-07-23,80186,3256,1444,21,11689100,685.9895116,27.85501022,OK,40
Ohio,2020-07-24,81746,3297,1560,41,11689100,699.3352782,28.20576434,OK,40
Ohio,2020-07-25,83184,3297,1438,0,11689100,711.6373373,28.20576434,OK,40
Ohio,2020-07-26,84073,3307,889,10,11689100,719.2427133,28.29131413,OK,40
Ohio,2020-07-27,85177,3344,1104,37,11689100,728.6874096,28.60784834,OK,40
Ohio,2020-07-28,86497,3382,1320,38,11689100,739.9799814,28.93293752,OK,40
Ohio,2020-07-29,87893,3422,1396,40,11689100,751.9227314,29.27513667,OK,40
Ohio,2020-07-30,89626,3442,1733,20,11689100,766.7485093,29.44623624,OK,40
Ohio,2020-07-31,91159,3489,1533,47,11689100,779.8632914,29.84832023,OK,40
Ohio,2020-08-01,92087,3515,928,26,11689100,787.8023116,30.07074967,OK,40
Ohio,2020-08-02,93031,3529,944,14,11689100,795.8782113,30.19051937,OK,40
Ohio,2020-08-03,93963,3539,932,10,11689100,803.8514514,30.27606916,OK,40
Ohio,2020-08-04,95106,3570,1143,31,11689100,813.6297919,30.54127349,OK,40
Ohio,2020-08-05,96305,3596,1199,26,11689100,823.8872112,30.76370294,OK,40
Oklahoma,2020-03-06,1,0,1,0,3956971,0.025271856,0,OK,40
Oklahoma,2020-03-07,1,0,0,0,3956971,0.025271856,0,OR,41
Oklahoma,2020-03-08,1,0,0,0,3956971,0.025271856,0,OR,41
Oklahoma,2020-03-09,1,0,0,0,3956971,0.025271856,0,OR,41
Oklahoma,2020-03-10,2,0,1,0,3956971,0.050543711,0,OR,41
Oklahoma,2020-03-11,2,0,0,0,3956971,0.050543711,0,OR,41
Oklahoma,2020-03-12,2,0,0,0,3956971,0.050543711,0,OR,41
Oklahoma,2020-03-13,3,0,1,0,3956971,0.075815567,0,OR,41
Oklahoma,2020-03-14,4,0,1,0,3956971,0.101087423,0,OR,41
Oklahoma,2020-03-15,8,0,4,0,3956971,0.202174845,0,OR,41
Oklahoma,2020-03-16,10,0,2,0,3956971,0.252718557,0,OR,41
Oklahoma,2020-03-17,18,0,8,0,3956971,0.454893402,0,OR,41
Oklahoma,2020-03-18,29,0,11,0,3956971,0.732883814,0,OR,41
Oklahoma,2020-03-19,44,1,15,1,3956971,1.111961649,0.025271856,OR,41
Oklahoma,2020-03-20,49,1,5,0,3956971,1.238320928,0.025271856,OR,41
Oklahoma,2020-03-21,53,1,4,0,3956971,1.33940835,0.025271856,OR,41
Oklahoma,2020-03-22,67,2,14,1,3956971,1.69321433,0.050543711,OR,41
Oklahoma,2020-03-23,81,2,14,0,3956971,2.047020309,0.050543711,OR,41
Oklahoma,2020-03-24,106,3,25,1,3956971,2.678816701,0.075815567,OR,41
Oklahoma,2020-03-25,164,5,58,2,3956971,4.14458433,0.126359278,OR,41
Oklahoma,2020-03-26,248,7,84,2,3956971,6.267420206,0.17690299,OR,41
Oklahoma,2020-03-27,322,8,74,1,3956971,8.137537526,0.202174845,OR,41
Oklahoma,2020-03-28,377,15,55,7,3956971,9.527489587,0.379077835,OR,41
Oklahoma,2020-03-29,429,16,52,1,3956971,10.84162608,0.404349691,OR,41
Oklahoma,2020-03-30,481,17,52,1,3956971,12.15576258,0.429621546,OR,41
Oklahoma,2020-03-31,566,23,85,6,3956971,14.30387031,0.58125268,OR,41
Oklahoma,2020-04-01,719,30,153,7,3956971,18.17046423,0.75815567,OR,41
Oklahoma,2020-04-02,879,34,160,5,3956971,22.21396113,0.859243093,OR,41
Oklahoma,2020-04-03,989,38,110,4,3956971,24.99386526,0.960330515,OR,41
Oklahoma,2020-04-04,1159,42,170,4,3956971,29.29008072,1.061417938,OR,41
Oklahoma,2020-04-05,1251,46,92,4,3956971,31.61509144,1.162505361,OR,41
Oklahoma,2020-04-06,1326,51,75,5,3956971,33.51048062,1.288864639,OR,41
Oklahoma,2020-04-07,1470,67,144,16,3956971,37.14962783,1.69321433,OR,41
Oklahoma,2020-04-08,1523,79,53,12,3956971,38.48903618,1.996476598,OR,41
Oklahoma,2020-04-09,1683,80,160,1,3956971,42.53253309,2.021748454,OR,41
Oklahoma,2020-04-10,1794,88,111,8,3956971,45.33770907,2.223923299,OR,41
Oklahoma,2020-04-11,1868,93,74,5,3956971,47.20782639,2.350282577,OR,41
Oklahoma,2020-04-12,1970,96,102,3,3956971,49.78555567,2.426098144,OR,41
Oklahoma,2020-04-13,2069,98,99,2,3956971,52.28746938,2.476641856,OR,41
Oklahoma,2020-04-14,2184,109,115,11,3956971,55.19373278,2.754632268,OR,41
Oklahoma,2020-04-15,2263,123,79,14,3956971,57.19020938,3.108438247,OR,41
Oklahoma,2020-04-16,2357,131,94,8,3956971,59.56576381,3.310613093,OR,41
Oklahoma,2020-04-17,2465,136,108,5,3956971,62.29512423,3.436972371,OR,41
Oklahoma,2020-04-18,2570,139,105,3,3956971,64.94866907,3.512787938,OR,41
Oklahoma,2020-04-19,2599,140,29,1,3956971,65.68155288,3.538059794,OR,41
Oklahoma,2020-04-20,2680,143,81,3,3956971,67.72857319,3.613875361,OR,41
Oklahoma,2020-04-21,2807,164,127,21,3956971,70.93809886,4.14458433,OR,41
Oklahoma,2020-04-22,2894,169,87,5,3956971,73.13675031,4.270943608,OR,41
Oklahoma,2020-04-23,3017,179,123,10,3956971,76.24518855,4.523662165,OR,41
Oklahoma,2020-04-24,3120,188,103,9,3956971,78.84818969,4.751108866,OR,41
Oklahoma,2020-04-25,3193,194,73,6,3956971,80.69303515,4.90274,OR,41
Oklahoma,2020-04-26,3253,195,60,1,3956971,82.20934649,4.928011856,OR,41
Oklahoma,2020-04-27,3280,197,27,2,3956971,82.8916866,4.978555567,OR,41
Oklahoma,2020-04-28,3410,207,130,10,3956971,86.17702783,5.231274124,OR,41
Oklahoma,2020-04-29,3473,214,63,7,3956971,87.76915474,5.408177113,OR,41
Oklahoma,2020-04-30,3618,222,145,8,3956971,91.43357381,5.610351959,OR,41
Oklahoma,2020-05-01,3748,230,130,8,3956971,94.71891505,5.812526804,OR,41
Oklahoma,2020-05-02,3851,238,103,8,3956971,97.32191618,6.014701649,OR,41
Oklahoma,2020-05-03,3972,238,121,0,3956971,100.3798107,6.014701649,OR,41
Oklahoma,2020-05-04,4044,238,72,0,3956971,102.1993843,6.014701649,OR,41
Oklahoma,2020-05-05,4127,247,83,9,3956971,104.2969483,6.24214835,OR,41
Oklahoma,2020-05-06,4201,253,74,6,3956971,106.1670657,6.393779484,OR,41
Oklahoma,2020-05-07,4330,260,129,7,3956971,109.427135,6.570682474,OR,41
Oklahoma,2020-05-08,4424,266,94,6,3956971,111.8026895,6.722313608,OR,41
Oklahoma,2020-05-09,4490,270,66,4,3956971,113.470632,6.823401031,OR,41
Oklahoma,2020-05-10,4589,272,99,2,3956971,115.9725457,6.873944742,OR,41
Oklahoma,2020-05-11,4613,274,24,2,3956971,116.5790702,6.924488453,OR,41
Oklahoma,2020-05-12,4731,278,118,4,3956971,119.5611492,7.025575876,OR,41
Oklahoma,2020-05-13,4852,278,121,0,3956971,122.6190437,7.025575876,OR,41
Oklahoma,2020-05-14,4962,284,110,6,3956971,125.3989478,7.17720701,OR,41
Oklahoma,2020-05-15,5086,285,124,1,3956971,128.5326579,7.202478866,OR,41
Oklahoma,2020-05-16,5237,288,151,3,3956971,132.3487081,7.278294433,OR,41
Oklahoma,2020-05-17,5310,288,73,0,3956971,134.1935536,7.278294433,OR,41
Oklahoma,2020-05-18,5398,288,88,0,3956971,136.4174769,7.278294433,OR,41
Oklahoma,2020-05-19,5489,294,91,6,3956971,138.7172158,7.429925567,OR,41
Oklahoma,2020-05-20,5532,299,43,5,3956971,139.8039056,7.556284845,OR,41
Oklahoma,2020-05-21,5680,304,148,5,3956971,143.5441402,7.682644123,OR,41
Oklahoma,2020-05-22,5849,307,169,3,3956971,147.8150838,7.758459691,OR,41
Oklahoma,2020-05-23,5960,311,111,4,3956971,150.6202598,7.859547113,OR,41
Oklahoma,2020-05-24,6037,311,77,0,3956971,152.5661927,7.859547113,OR,41
Oklahoma,2020-05-25,6090,313,53,2,3956971,153.905601,7.910090825,OR,41
Oklahoma,2020-05-26,6137,318,47,5,3956971,155.0933782,8.036450103,OR,41
Oklahoma,2020-05-27,6229,322,92,4,3956971,157.418389,8.137537526,OR,41
Oklahoma,2020-05-28,6270,326,41,4,3956971,158.454535,8.238624948,OR,41
Oklahoma,2020-05-29,6338,329,68,3,3956971,160.1730212,8.314440515,OR,41
Oklahoma,2020-05-30,6418,334,80,5,3956971,162.1947697,8.440799794,OR,41
Oklahoma,2020-05-31,6506,334,88,0,3956971,164.418693,8.440799794,OR,41
Oklahoma,2020-06-01,6573,334,67,0,3956971,166.1119073,8.440799794,OR,41
Oklahoma,2020-06-02,6692,339,119,5,3956971,169.1192581,8.567159072,OR,41
Oklahoma,2020-06-03,6805,341,113,2,3956971,171.9749778,8.617702783,OR,41
Oklahoma,2020-06-04,6907,344,102,3,3956971,174.5527071,8.69351835,OR,41
Oklahoma,2020-06-05,7004,345,97,1,3956971,177.0040771,8.718790206,OR,41
Oklahoma,2020-06-06,7060,347,56,2,3956971,178.419301,8.769333917,OR,41
Oklahoma,2020-06-07,7151,348,91,1,3956971,180.7190399,8.794605773,OR,41
Oklahoma,2020-06-08,7206,348,55,0,3956971,182.108992,8.794605773,OR,41
Oklahoma,2020-06-09,7364,353,158,5,3956971,186.1019451,8.920965051,OR,41
Oklahoma,2020-06-10,7480,355,116,2,3956971,189.0334804,8.971508763,OR,41
Oklahoma,2020-06-11,7626,357,146,2,3956971,192.7231713,9.022052474,OR,41
Oklahoma,2020-06-12,7848,359,222,2,3956971,198.3335233,9.072596185,OR,41
Oklahoma,2020-06-13,8073,359,225,0,3956971,204.0196908,9.072596185,OR,41
Oklahoma,2020-06-14,8231,359,158,0,3956971,208.012644,9.072596185,OR,41
Oklahoma,2020-06-15,8417,359,186,0,3956971,212.7132092,9.072596185,OR,41
Oklahoma,2020-06-16,8645,363,228,4,3956971,218.4751923,9.173683608,OR,41
Oklahoma,2020-06-17,8903,364,258,1,3956971,224.995331,9.198955464,OR,41
Oklahoma,2020-06-18,9354,366,451,2,3956971,236.3929379,9.249499175,OR,41
Oklahoma,2020-06-19,9706,367,352,1,3956971,245.2886311,9.274771031,OR,41
Oklahoma,2020-06-20,10037,368,331,1,3956971,253.6536154,9.300042886,OR,41
Oklahoma,2020-06-21,10515,369,478,1,3956971,265.7335624,9.325314742,OR,41
Oklahoma,2020-06-22,10733,369,218,0,3956971,271.2428269,9.325314742,OR,41
Oklahoma,2020-06-23,11028,371,295,2,3956971,278.6980243,9.375858453,OR,41
Oklahoma,2020-06-24,11509,372,481,1,3956971,290.8537869,9.401130309,OR,41
Oklahoma,2020-06-25,11947,375,438,3,3956971,301.9228597,9.476945876,OR,41
Oklahoma,2020-06-26,12343,377,396,2,3956971,311.9305145,9.527489587,OR,41
Oklahoma,2020-06-27,12642,384,299,7,3956971,319.4867994,9.704392577,OR,41
Oklahoma,2020-06-28,12944,385,302,1,3956971,327.1188998,9.729664433,OR,41
Oklahoma,2020-06-29,13172,385,228,0,3956971,332.8808829,9.729664433,OR,41
Oklahoma,2020-06-30,13757,387,585,1,3956971,347.6649184,9.780208144,OR,41
Oklahoma,2020-07-01,14112,389,356,2,3956971,356.6364272,9.830751855,OR,41
Oklahoma,2020-07-02,14539,395,427,6,3956971,367.4275096,9.982382989,OR,41
Oklahoma,2020-07-03,15065,398,526,3,3956971,380.7205057,10.05819856,OR,41
Oklahoma,2020-07-04,15645,398,580,0,3956971,395.3781819,10.05819856,OR,41
Oklahoma,2020-07-05,15928,398,283,0,3956971,402.5301171,10.05819856,OR,41
Oklahoma,2020-07-06,16362,399,434,1,3956971,413.4981025,10.08347041,OR,41
Oklahoma,2020-07-07,17220,404,858,5,3956971,435.1813546,10.20982969,OR,41
Oklahoma,2020-07-08,17893,407,673,3,3956971,452.1893135,10.28564526,OR,41
Oklahoma,2020-07-09,18496,410,603,3,3956971,467.4282425,10.36146082,OR,41
Oklahoma,2020-07-10,19092,416,596,6,3956971,482.4902684,10.51309196,OR,41
Oklahoma,2020-07-11,19779,421,687,5,3956971,499.8520333,10.63945124,OR,41
Oklahoma,2020-07-12,20235,422,456,1,3956971,511.3759995,10.66472309,OR,41
Oklahoma,2020-07-13,20745,424,511,2,3956971,524.2646459,10.7152668,OR,41
Oklahoma,2020-07-14,21738,428,993,4,3956971,549.3595985,10.81635423,OR,41
Oklahoma,2020-07-15,22813,432,1075,4,3956971,576.5268434,10.91744165,OR,41
Oklahoma,2020-07-16,23441,438,627,6,3956971,592.3975687,11.06907278,OR,41
Oklahoma,2020-07-17,24140,445,700,7,3956971,610.0625959,11.24597577,OR,41
Oklahoma,2020-07-18,25056,451,916,6,3956971,633.2116157,11.39760691,OR,41
Oklahoma,2020-07-19,25265,451,209,0,3956971,638.4934335,11.39760691,OR,41
Oklahoma,2020-07-20,25433,452,168,1,3956971,642.7391052,11.42287876,OR,41
Oklahoma,2020-07-21,26326,461,893,9,3956971,665.3068724,11.65032546,OR,41
Oklahoma,2020-07-22,27301,474,975,13,3956971,689.9469316,11.97885959,OR,41
Oklahoma,2020-07-23,27969,477,668,3,3956971,706.8285312,12.05467515,OR,41
Oklahoma,2020-07-24,29116,484,1147,7,3956971,735.8153497,12.23157814,OR,41
Oklahoma,2020-07-25,30081,496,965,12,3956971,760.2026904,12.53484041,OR,41
Oklahoma,2020-07-26,31285,496,1204,0,3956971,790.6300046,12.53484041,OR,41
Oklahoma,2020-07-27,32529,495,1242,-1,3956971,822.0681931,12.50956856,OR,41
Oklahoma,2020-07-28,33757,509,1229,14,3956971,853.1020318,12.86337454,OR,41
Oklahoma,2020-07-29,34605,523,848,14,3956971,874.5325654,13.21718052,OR,41
Oklahoma,2020-07-30,35710,536,1105,13,3956971,902.457966,13.54571464,OR,41
Oklahoma,2020-07-31,36456,541,746,5,3956971,921.3107703,13.67207392,OR,41
Oklahoma,2020-08-01,37706,549,1250,8,3956971,952.9005899,13.87424876,OR,41
Oklahoma,2020-08-02,38201,550,495,1,3956971,965.4101584,13.89952062,OR,41
Oklahoma,2020-08-03,38586,551,385,1,3956971,975.1398229,13.92479247,OR,41
Oklahoma,2020-08-04,39452,566,866,15,3956971,997.0252499,14.30387031,OR,41
Oklahoma,2020-08-05,40555,583,1103,17,3956971,1024.900107,14.73349186,OR,41
Oregon,2020-02-28,1,0,1,0,4217737,0.023709397,0,OR,41
Oregon,2020-02-29,1,0,0,0,4217737,0.023709397,0,OR,41
Oregon,2020-03-01,2,0,1,0,4217737,0.047418794,0,OR,41
Oregon,2020-03-02,2,0,0,0,4217737,0.047418794,0,OR,41
Oregon,2020-03-03,2,0,0,0,4217737,0.047418794,0,OR,41
Oregon,2020-03-04,2,0,0,0,4217737,0.047418794,0,OR,41
Oregon,2020-03-05,2,0,0,0,4217737,0.047418794,0,OR,41
Oregon,2020-03-06,2,0,0,0,4217737,0.047418794,0,OR,41
Oregon,2020-03-07,6,0,4,0,4217737,0.142256381,0,PA,42
Oregon,2020-03-08,13,0,7,0,4217737,0.308222158,0,PA,42
Oregon,2020-03-09,13,0,0,0,4217737,0.308222158,0,PA,42
Oregon,2020-03-10,14,0,1,0,4217737,0.331931555,0,PA,42
Oregon,2020-03-11,20,0,6,0,4217737,0.474187935,0,PA,42
Oregon,2020-03-12,30,0,10,0,4217737,0.711281903,0,PA,42
Oregon,2020-03-13,30,0,0,0,4217737,0.711281903,0,PA,42
Oregon,2020-03-14,36,1,6,1,4217737,0.853538284,0.023709397,PA,42
Oregon,2020-03-15,39,1,3,0,4217737,0.924666474,0.023709397,PA,42
Oregon,2020-03-16,46,1,7,0,4217737,1.090632251,0.023709397,PA,42
Oregon,2020-03-17,66,2,20,1,4217737,1.564820187,0.047418794,PA,42
Oregon,2020-03-18,74,3,8,1,4217737,1.754495361,0.07112819,PA,42
Oregon,2020-03-19,87,3,13,0,4217737,2.062717519,0.07112819,PA,42
Oregon,2020-03-20,114,3,27,0,4217737,2.702871232,0.07112819,PA,42
Oregon,2020-03-21,137,4,23,1,4217737,3.248187357,0.094837587,PA,42
Oregon,2020-03-22,161,5,24,1,4217737,3.81721288,0.118546984,PA,42
Oregon,2020-03-23,191,5,30,0,4217737,4.528494783,0.118546984,PA,42
Oregon,2020-03-24,209,8,18,3,4217737,4.955263925,0.189675174,PA,42
Oregon,2020-03-25,266,10,57,2,4217737,6.306699541,0.237093968,PA,42
Oregon,2020-03-26,316,11,50,1,4217737,7.492169379,0.260803364,PA,42
Oregon,2020-03-27,415,12,99,1,4217737,9.839399659,0.284512761,PA,42
Oregon,2020-03-28,480,13,65,1,4217737,11.38051045,0.308222158,PA,42
Oregon,2020-03-29,549,13,69,0,4217737,13.01645883,0.308222158,PA,42
Oregon,2020-03-30,607,16,58,3,4217737,14.39160384,0.379350348,PA,42
Oregon,2020-03-31,690,18,83,2,4217737,16.35948377,0.426769142,PA,42
Oregon,2020-04-01,737,19,47,1,4217737,17.47382542,0.450478539,PA,42
Oregon,2020-04-02,827,21,90,2,4217737,19.60767113,0.497897332,PA,42
Oregon,2020-04-03,899,22,72,1,4217737,21.3147477,0.521606729,PA,42
Oregon,2020-04-04,1000,26,101,4,4217737,23.70939677,0.616444316,PA,42
Oregon,2020-04-05,1068,27,68,1,4217737,25.32163575,0.640153713,PA,42
Oregon,2020-04-06,1132,29,64,2,4217737,26.83903714,0.687572506,PA,42
Oregon,2020-04-07,1181,33,49,4,4217737,28.00079758,0.782410093,PA,42
Oregon,2020-04-08,1239,38,58,5,4217737,29.3759426,0.900957077,PA,42
Oregon,2020-04-09,1321,44,82,6,4217737,31.32011313,1.043213458,PA,42
Oregon,2020-04-10,1371,48,50,4,4217737,32.50558297,1.138051045,PA,42
Oregon,2020-04-11,1447,51,76,3,4217737,34.30749712,1.209179235,PA,42
Oregon,2020-04-12,1527,52,80,1,4217737,36.20424887,1.232888632,PA,42
Oregon,2020-04-13,1584,53,57,1,4217737,37.55568448,1.256598029,PA,42
Oregon,2020-04-14,1633,55,49,2,4217737,38.71744492,1.304016822,PA,42
Oregon,2020-04-15,1663,58,30,3,4217737,39.42872683,1.375145013,PA,42
Oregon,2020-04-16,1736,64,73,6,4217737,41.15951279,1.517401393,PA,42
Oregon,2020-04-17,1785,70,49,6,4217737,42.32127323,1.659657774,PA,42
Oregon,2020-04-18,1844,72,59,2,4217737,43.72012764,1.707076567,PA,42
Oregon,2020-04-19,1910,74,66,2,4217737,45.28494783,1.754495361,PA,42
Oregon,2020-04-20,1956,75,46,1,4217737,46.37558008,1.778204758,PA,42
Oregon,2020-04-21,2002,78,46,3,4217737,47.46621233,1.849332948,PA,42
Oregon,2020-04-22,2059,78,57,0,4217737,48.81764795,1.849332948,PA,42
Oregon,2020-04-23,2127,83,68,5,4217737,50.42988693,1.967879932,PA,42
Oregon,2020-04-24,2177,86,50,3,4217737,51.61535677,2.039008122,PA,42
Oregon,2020-04-25,2253,87,76,1,4217737,53.41727092,2.062717519,PA,42
Oregon,2020-04-26,2311,91,58,4,4217737,54.79241593,2.157555106,PA,42
Oregon,2020-04-27,2354,92,43,1,4217737,55.81191999,2.181264503,PA,42
Oregon,2020-04-28,2385,99,31,7,4217737,56.54691129,2.34723028,PA,42
Oregon,2020-04-29,2446,101,61,2,4217737,57.9931845,2.394649074,PA,42
Oregon,2020-04-30,2510,103,64,2,4217737,59.51058589,2.442067867,PA,42
Oregon,2020-05-01,2579,104,69,1,4217737,61.14653427,2.465777264,PA,42
Oregon,2020-05-02,2635,109,56,5,4217737,62.47426049,2.584324248,PA,42
Oregon,2020-05-03,2680,109,45,0,4217737,63.54118334,2.584324248,PA,42
Oregon,2020-05-04,2759,109,79,0,4217737,65.41422569,2.584324248,PA,42
Oregon,2020-05-05,2839,113,80,4,4217737,67.31097743,2.679161835,PA,42
Oregon,2020-05-06,2916,115,77,2,4217737,69.13660098,2.726580628,PA,42
Oregon,2020-05-07,2989,121,73,6,4217737,70.86738694,2.868837009,PA,42
Oregon,2020-05-08,3068,124,79,3,4217737,72.74042929,2.939965199,PA,42
Oregon,2020-05-09,3160,127,92,3,4217737,74.92169379,3.01109339,PA,42
Oregon,2020-05-10,3228,127,68,0,4217737,76.53393277,3.01109339,PA,42
Oregon,2020-05-11,3286,130,58,3,4217737,77.90907778,3.08222158,PA,42
Oregon,2020-05-12,3359,130,73,0,4217737,79.63986375,3.08222158,PA,42
Oregon,2020-05-13,3416,134,57,4,4217737,80.99129936,3.177059167,PA,42
Oregon,2020-05-14,3479,137,63,3,4217737,82.48499136,3.248187357,PA,42
Oregon,2020-05-15,3541,137,62,0,4217737,83.95497396,3.248187357,PA,42
Oregon,2020-05-16,3612,137,71,0,4217737,85.63834113,3.248187357,PA,42
Oregon,2020-05-17,3623,137,11,0,4217737,85.89914449,3.248187357,PA,42
Oregon,2020-05-18,3687,138,64,1,4217737,87.41654589,3.271896754,PA,42
Oregon,2020-05-19,3726,140,39,2,4217737,88.34121236,3.319315548,PA,42
Oregon,2020-05-20,3801,144,75,4,4217737,90.11941712,3.414153135,PA,42
Oregon,2020-05-21,3817,145,16,1,4217737,90.49876747,3.437862531,PA,42
Oregon,2020-05-22,3864,147,47,2,4217737,91.61310912,3.485281325,PA,42
Oregon,2020-05-23,3888,147,24,0,4217737,92.18213464,3.485281325,PA,42
Oregon,2020-05-24,3927,148,39,1,4217737,93.10680111,3.508990722,PA,42
Oregon,2020-05-25,3949,148,22,0,4217737,93.62840784,3.508990722,PA,42
Oregon,2020-05-26,3968,148,19,0,4217737,94.07888638,3.508990722,PA,42
Oregon,2020-05-27,4041,148,73,0,4217737,95.80967234,3.508990722,PA,42
Oregon,2020-05-28,4087,151,46,3,4217737,96.90030459,3.580118912,PA,42
Oregon,2020-05-29,4133,151,46,0,4217737,97.99093685,3.580118912,PA,42
Oregon,2020-05-30,4185,153,52,2,4217737,99.22382548,3.627537706,PA,42
Oregon,2020-05-31,4243,153,58,0,4217737,100.5989705,3.627537706,PA,42
Oregon,2020-06-01,4303,154,60,1,4217737,102.0215343,3.651247102,PA,42
Oregon,2020-06-02,4338,157,35,3,4217737,102.8513632,3.722375293,PA,42
